gene	case1	case2	case3	case4	case5	case6	case7	control1	control2	control3	control4	control5	control6	control7
Lyzl4	2	0	0	0	0	0	1	1	0	0	4	1	1	0
Lyzl6	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Lzic	8	6	6	11	4	2	5	8	7	5	8	7	3	5
Lztfl1	1	4	2	2	3	4	1	0	1	2	2	0	2	1
Lztr1	256	255	214	272	234	233	296	70	93	90	108	81	109	95
Lzts1	0	0	0	0	0	1	0	1	1	1	3	0	1	1
Lzts2	13	5	20	17	14	17	15	36	42	35	47	21	35	23
M6pr	77	107	99	94	66	68	117	72	93	75	85	47	70	95
MGC107098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l1	63	72	68	85	71	83	79	6	2	7	8	9	11	10
Mab21l2	1	2	4	3	5	7	4	0	0	3	0	0	1	0
Mab21l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macf1	15	22	25	18	22	16	12	9	11	14	19	19	20	10
Macrod1	57	49	65	50	43	52	85	10	9	16	9	15	13	16
Macrod2	1	3	6	1	3	3	7	2	8	2	4	6	2	1
Mad1l1	2	2	1	1	0	1	1	1	1	2	1	1	0	2
Mad2l1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mad2l1bp	0	0	0	1	0	1	0	0	0	0	0	1	0	0
Mad2l2	5	5	9	10	5	3	11	1	4	0	3	6	1	3
Madcam1	3	7	7	6	3	9	4	8	5	6	4	2	6	3
Madd	16	4	13	14	12	16	18	4	11	10	17	10	4	8
Maea	4	1	1	2	4	4	0	0	3	2	2	4	1	6
Mael	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maf	35	23	28	31	24	15	27	3	1	3	7	1	4	1
Maf1	18	7	12	15	12	6	8	9	11	17	9	6	13	18
Mafa	0	0	0	0	0	2	0	1	0	1	0	0	0	0
Mafb	2	0	3	2	2	1	1	0	2	1	5	0	1	3
Maff	11	4	12	3	4	5	7	9	9	16	10	5	13	12
Mafg	17	14	11	11	13	5	8	7	15	24	17	7	22	14
Mafk	3	1	3	2	3	3	2	1	1	0	3	2	2	5
Mag	8	4	1	6	5	4	2	3	4	4	6	7	7	6
Magea1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb16-ps1	2	1	5	5	5	2	6	2	3	3	6	2	3	2
Mageb17-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb3	2	0	0	1	3	0	0	0	0	1	1	0	1	0
Mageb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maged1	19	16	13	15	10	15	18	12	18	15	23	14	12	24
Maged2	0	3	0	2	1	0	1	0	1	0	2	0	1	2
Magee1	9	5	10	14	11	5	3	3	11	6	9	11	6	8
Magee2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Mageh1	0	0	3	1	1	4	2	2	1	4	1	3	3	1
Magel2	0	0	0	0	0	1	0	1	1	2	1	0	1	3
Magi1	16	26	17	41	29	17	19	17	30	27	41	18	22	13
Magi2	17	24	17	30	22	29	23	14	30	32	23	19	21	13
Magi3	43	47	56	41	41	44	57	35	35	40	38	27	35	41
Magix	3	5	1	2	2	3	3	2	4	4	4	4	3	1
Magoh	1	1	2	1	1	3	2	0	0	0	0	1	3	0
Magohb	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magt1	1	1	4	2	19	21	15	0	0	1	0	5	16	5
Mak	0	6	3	2	3	1	0	5	6	8	2	0	2	1
Mak16	230	315	248	230	176	233	289	128	151	177	173	119	182	131
Mal	34	28	37	31	31	32	34	27	43	47	81	46	72	49
Mal2	1	0	1	0	1	0	0	8	10	5	16	3	2	7
Malat1	82	70	52	91	51	67	66	34	54	53	78	35	60	40
Mall	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Malt1	4	2	6	1	2	1	1	1	2	1	1	1	1	1
Mamdc2	1	1	0	1	0	0	0	0	0	1	0	1	1	0
Mamdc4	74	55	61	55	71	78	91	27	27	31	31	15	27	31
Maml1	3	6	8	4	8	3	5	5	9	9	9	6	9	7
Maml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maml2-2	4	0	1	0	0	0	0	1	0	0	0	0	1	0
Maml3	2	2	1	4	3	6	5	1	1	0	2	2	1	1
Mamld1	0	2	1	4	2	0	2	0	2	0	2	0	1	0
Mamstr	6	2	1	1	2	2	1	2	6	6	1	4	1	2
Man1a	1	1	1	4	3	4	3	9	11	9	22	8	13	9
Man1a2	8	8	8	8	7	6	8	15	7	11	17	7	18	8
Man1b1	3	3	2	4	1	2	2	3	1	2	4	1	1	1
Man1c1	12	12	19	21	13	13	9	3	3	5	12	4	5	3
Man2a1	3	2	3	2	1	0	4	3	7	4	12	4	8	5
Man2a2	13	18	23	17	16	27	14	6	20	15	19	12	13	7
Man2b1	2	0	3	0	0	1	0	0	3	0	0	3	0	1
Man2b2	2	0	0	2	0	1	1	0	0	0	3	0	0	2
Man2c1	37	33	30	43	27	31	36	11	21	20	14	12	16	15
Manba	3	2	1	3	1	2	2	0	2	2	3	0	2	1
Manbal	5	2	1	3	5	5	8	4	6	2	7	6	6	9
Manea	1	0	0	0	1	0	0	1	1	1	3	2	0	0
Maneal	4	2	7	3	4	7	4	2	4	8	6	1	6	3
Manf	6	9	11	18	8	15	6	6	5	3	11	7	10	7
Mansc1	1	3	4	5	2	2	3	0	1	0	1	1	0	0
Maoa	42	34	45	30	43	39	50	34	27	33	35	18	26	31
Maob	1	1	1	2	0	1	1	0	0	0	2	0	1	0
Map1lc3a	11	10	16	12	13	18	10	5	10	7	10	9	9	14
Map1lc3b	3	3	2	8	8	0	1	3	3	5	3	5	0	2
Map2k1	44	21	39	31	47	29	24	11	43	39	50	19	47	36
Map2k2	1	5	3	4	2	6	0	1	5	4	9	1	0	3
Map2k3	0	1	0	3	2	1	1	0	0	0	0	0	0	0
Map2k4	2	1	0	4	3	0	3	0	2	4	3	3	5	3
Map2k5	10	10	15	4	13	7	14	3	3	7	6	1	0	2
Map2k6	0	0	1	1	2	0	0	0	0	0	0	0	0	2
Map2k7	8	7	11	10	7	3	7	5	10	10	9	4	6	8
Map3k1	6	1	5	3	2	2	1	0	0	0	0	0	0	0
Map3k10	198	173	257	193	291	240	441	56	63	67	80	75	68	68
Map3k11	8	11	11	5	6	13	12	6	9	7	2	4	9	11
Map3k12	3515	5195	4574	4057	3174	3839	5096	2465	2922	2635	2850	2226	2823	2630
Map3k13	71	71	63	64	67	65	70	22	27	40	39	36	32	35
Map3k14	26	36	40	50	29	34	30	1	7	5	4	4	11	2
Map3k15	3900	4535	4300	3987	3408	4330	4902	4107	4750	4375	4920	3749	4390	3689
Map3k2	4	5	3	4	4	2	7	0	3	2	4	1	4	0
Map3k3	11	16	19	14	11	11	9	1	7	6	4	2	2	4
Map3k4	14	4	9	8	6	4	6	10	8	12	17	8	16	15
Map3k5	5	4	3	5	6	2	3	3	4	3	2	2	1	4
Map3k6	4	5	13	4	2	3	3	5	3	3	5	2	2	3
Map3k7	3	1	3	5	1	0	5	1	0	3	3	1	0	4
Map3k8	0	1	2	1	0	0	0	0	1	0	0	0	0	0
Map3k9	7	6	3	8	12	9	4	3	4	4	5	1	8	1
Map4k1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k2	14	11	12	15	13	8	16	1	6	8	7	6	3	4
Map4k3	11	6	3	9	8	2	5	0	4	2	4	2	3	5
Map4k4	46	36	53	45	41	46	40	47	121	73	97	46	78	64
Map4k5	18	17	26	23	14	24	24	17	24	24	22	23	26	29
Map6d1	8	13	13	20	10	14	12	6	2	12	5	6	14	6
Mapk1	4	9	9	12	6	12	12	7	13	11	17	8	7	17
Mapk10	8	8	7	11	14	17	14	2	8	6	11	6	4	5
Mapk11	3	2	4	5	4	0	4	4	5	1	1	2	2	0
Mapk12	109	85	82	108	90	98	77	20	13	19	25	26	30	17
Mapk13	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Mapk14	8	4	7	4	3	5	4	0	1	2	3	2	4	3
Mapk15	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mapk1ip1	1	2	1	1	2	0	2	0	3	0	3	2	3	6
Mapk1ip1l	4	5	1	4	5	3	1	2	1	3	1	0	6	2
Mapk3	5	3	5	2	1	6	5	3	2	8	3	2	5	1
Mapk4	3	5	5	8	4	5	5	4	9	13	7	11	7	5
Mapk6	4	5	4	4	3	6	1	1	3	3	2	2	3	4
Mapk7	9	7	4	5	6	5	3	1	1	2	0	2	0	2
Mapk8	2	5	1	2	3	3	3	3	1	4	3	0	3	3
Mapk8ip1	62	50	67	65	45	45	66	35	61	41	65	39	48	45
Mapk8ip2	50	30	37	42	31	42	45	21	39	31	47	37	16	22
Mapk8ip3	55	49	49	41	48	45	46	21	42	32	45	39	38	45
Mapk9	17	20	20	10	13	13	16	12	12	11	18	5	5	12
Mapkap1	2	1	1	0	0	3	3	0	4	3	3	1	1	1
Mapkapk2	4	6	5	4	3	2	3	2	1	0	2	0	1	1
Mapkapk3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk5	6	0	4	4	7	7	8	3	5	14	5	8	5	12
Mapkbp1	4	8	4	7	9	8	5	3	4	2	4	3	2	6
Mapre1	11	10	9	9	4	9	10	7	11	3	14	9	8	7
Mapre2	25	23	26	28	25	17	21	4	14	22	23	12	13	9
Mapre3	10	4	11	9	9	5	6	3	7	6	13	5	6	5
Mapt	74	52	45	54	57	55	38	22	48	60	69	32	32	38
March1	8	26	2	23	5	10	1	9	24	5	20	9	14	8
March10	3	2	0	1	0	4	1	12	13	9	18	9	22	7
March11	4	3	5	4	4	2	4	1	0	2	0	2	1	0
March2	8	4	10	6	9	11	3	6	6	6	6	4	6	5
March3	0	0	0	1	0	1	1	0	0	0	0	0	0	0
March4	10	10	14	9	14	9	5	15	11	12	21	4	19	9
March5	24	35	45	29	34	41	47	38	50	48	59	43	67	47
March6	9	8	10	12	5	6	6	4	6	8	10	4	6	3
March7	3	5	6	1	7	4	8	1	1	5	5	7	2	2
March8	4	4	3	6	1	1	5	8	10	5	9	5	10	7
March9	25	21	20	26	16	27	25	9	15	22	16	11	27	20
Marcks	177	166	156	213	141	185	165	202	264	311	314	205	265	145
Marcksl1	6	8	13	13	3	15	9	7	28	26	20	14	19	17
Marcksl1-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marco	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark1	7	7	10	8	3	6	5	8	8	9	15	17	21	16
Mark2	10	9	4	17	6	5	5	104	112	86	126	102	110	100
Mark3	16	5	15	14	15	8	13	5	8	1	6	8	4	7
Mark4	11	5	8	9	8	4	3	2	7	12	7	6	3	6
Mars	85	74	92	87	60	92	81	63	72	83	79	55	71	61
Mars2	0	0	2	0	0	1	1	0	0	1	3	1	0	0
Marveld1	0	0	2	0	1	1	0	0	2	2	0	0	1	1
Marveld2	7	3	2	1	6	4	1	0	2	0	0	0	0	2
Marveld3	2	0	0	0	1	0	0	3	4	3	4	6	6	2
Mas1	25	41	42	26	15	8	15	1	1	1	1	1	5	0
Masp1	1	1	1	0	1	3	0	1	0	0	0	1	1	0
Masp2	3371	4335	4024	3380	2625	3322	3885	1181	1515	1852	1436	1378	1625	1245
Mast1	275	310	252	304	189	203	235	54	68	78	104	55	86	56
Mast2	4	2	6	5	1	5	5	1	10	4	7	6	3	6
Mast3	4	14	20	12	9	6	11	9	18	16	23	18	15	17
Mast4	3	2	8	5	2	3	2	6	8	7	12	5	8	10
Mastl	6	6	8	7	7	6	11	4	4	4	5	2	4	9
Mat1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mat2a	448	394	406	462	375	413	403	141	213	220	213	169	212	155
Mat2b	5	3	8	7	2	3	5	1	6	5	6	4	0	3
Matk	19	23	14	27	28	29	25	9	12	20	20	17	11	15
Matn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matn2	30	47	43	18	28	32	44	9	20	20	7	17	19	17
Matn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matn4	11	14	18	23	2	15	8	5	4	7	14	8	11	6
Matr3	57	47	53	37	44	45	57	30	37	33	47	33	41	18
Mau2	37	32	20	35	17	23	32	9	11	17	14	8	10	11
Mavs	1	0	0	1	0	0	2	0	1	1	1	0	0	0
Max	21	17	16	20	21	13	28	5	6	7	13	2	16	4
Maz	151	121	139	169	115	95	109	24	37	29	41	27	38	28
Mb	8	5	11	9	8	7	11	8	13	11	10	7	5	10
Mbd1	2	1	0	1	1	0	1	0	1	0	2	1	0	2
Mbd2	7	6	8	9	6	7	8	4	7	6	10	9	8	8
Mbd3	34	25	48	36	36	37	37	27	30	36	40	34	37	34
Mbd3l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd3l2	3	8	2	3	0	3	0	0	2	0	1	2	1	3
Mbd4	30	31	25	27	21	34	24	24	22	18	25	18	20	17
Mbd5	2	3	3	3	0	1	1	1	3	2	4	2	3	3
Mbd6	18	8	13	22	14	9	7	3	4	7	1	13	2	5
Mbip	0	0	1	2	0	0	0	0	1	0	0	2	0	0
Mbl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mblac1	7	1	3	2	3	1	1	1	1	1	2	2	4	1
Mblac2	4	1	4	4	1	0	4	2	2	3	2	2	1	2
Mbnl1	5	2	6	8	7	4	11	4	2	3	10	1	5	1
Mbnl2	17	15	17	17	17	15	21	11	17	6	17	13	14	10
Mbnl3	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Mboat1	6	2	2	4	3	4	4	7	6	3	9	5	16	3
Mboat2	2	3	5	3	5	5	2	2	3	5	3	2	6	5
Mboat4	1	0	0	1	0	0	0	4	6	4	5	1	2	2
Mboat7	14	28	15	24	24	24	32	14	25	14	23	27	18	19
Mbp	118	96	116	137	126	159	159	89	92	95	168	121	113	149
Mbtd1	3	0	5	5	2	2	3	3	2	2	3	2	0	0
Mbtps1	5	4	4	7	3	5	1	4	2	1	13	4	1	2
Mbtps2	59	34	46	53	36	39	51	7	11	7	9	1	4	2
Mc1r	2	2	1	6	3	0	2	0	0	1	0	1	0	1
Mc2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mc3r	0	0	0	0	0	0	0	3	1	0	2	1	1	2
Mc4r	0	0	0	0	0	0	0	2	3	1	2	0	0	2
Mc5r	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcam	10	11	8	22	14	4	22	1	1	2	2	0	1	1
Mcart1	16	9	13	19	11	9	11	10	16	7	19	9	18	9
Mcart6	9	5	11	3	8	10	18	4	11	6	8	3	3	13
Mcat	0	2	0	1	0	0	1	0	0	0	0	1	1	0
Mcc	156	195	197	191	129	137	190	27	37	28	29	25	26	25
Mccc1	7	13	14	18	15	15	19	8	10	10	13	9	13	10
Mccc2	2	1	1	2	2	1	0	0	0	0	2	1	2	0
Mcee	0	0	0	0	1	0	1	0	3	0	2	1	0	0
Mcf2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mcf2l	24	12	28	15	13	12	18	8	14	9	23	11	16	11
Mcfd2	1	0	2	3	3	2	1	1	4	3	7	4	2	4
Mchr1	0	0	0	0	0	0	0	0	1	1	4	2	5	0
Mcl1	20	7	13	14	14	14	16	8	10	11	18	4	15	14
Mcm10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm2	2	5	2	0	3	6	6	1	1	1	0	1	3	5
Mcm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3ap	3	2	3	2	1	2	1	2	1	2	3	2	1	1
Mcm4	3	0	3	1	0	0	1	0	0	1	1	0	2	0
Mcm5	0	1	0	1	1	0	0	0	0	0	0	0	0	0
Mcm6	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Mcm7	157	204	196	184	275	119	198	92	130	95	124	142	101	98
Mcm8	6	7	6	2	3	5	7	14	15	12	15	4	15	15
Mcm9	255	335	312	268	210	246	311	71	80	69	80	66	97	79
Mcmbp	21	32	35	26	26	21	37	22	22	35	37	24	34	36
Mcoln1	25	34	22	27	21	27	41	14	16	22	24	22	21	28
Mcoln2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcph1	0	1	1	1	1	2	1	0	2	2	0	0	3	0
Mcpt-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcrs1	19	16	16	28	19	18	22	19	19	28	32	24	22	17
Mctp1	44	58	56	82	53	58	54	6	8	11	13	2	9	4
Mctp2	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Mcts1	7	6	5	5	2	5	6	0	1	1	2	1	0	2
Mcts2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Mdc1	55	44	45	40	51	46	41	29	42	26	36	28	30	31
Mdfi	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mdfic	1	0	0	0	0	2	0	0	1	1	0	1	0	1
Mdga1	12	14	15	14	12	12	8	11	15	15	14	18	11	15
Mdga2	32	54	56	62	12	17	13	90	160	143	182	36	59	44
Mdh1	12	7	11	11	13	11	7	7	9	8	15	10	12	7
Mdh1b	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mdh2	11	5	10	8	13	7	9	4	9	5	10	5	6	7
Mdk	4	8	10	4	1	8	3	28	42	49	46	60	176	78
Mdm1	0	0	0	2	2	0	1	0	1	1	1	0	0	0
Mdm2	1	3	5	1	4	6	6	2	4	1	2	6	4	3
Mdm4	9	8	4	11	7	7	5	1	5	3	5	8	3	0
Mdn1	10	8	18	10	11	9	14	4	7	20	19	11	8	11
Mdp1	2	3	5	3	1	1	1	1	3	3	1	1	1	2
Me1	21	20	35	25	25	26	24	15	27	30	26	13	18	23
Me2	2	1	1	2	1	1	0	0	1	0	0	0	0	0
Me3	9	6	9	12	7	6	7	5	11	6	9	7	5	2
Mea1	181	203	160	197	156	169	192	192	230	255	282	211	231	196
Meaf6	10	4	1	9	4	12	3	3	3	8	3	5	4	5
Mecom	0	0	0	0	0	0	0	0	4	2	1	2	1	2
Mecp2	17	5	12	11	13	10	7	3	5	2	4	3	9	2
Mecr	4	0	4	1	2	3	2	1	1	1	3	1	3	2
Med1	165	234	179	185	136	155	161	87	140	127	155	69	96	87
Med10	1	0	0	1	0	0	0	0	0	0	0	2	0	0
Med11	2	1	1	3	0	1	0	0	2	0	0	0	1	1
Med12	12	9	24	7	10	14	5	2	3	6	2	4	1	2
Med12l	42	57	63	62	40	66	56	20	25	27	19	30	34	16
Med13	25	21	13	17	25	14	17	8	8	17	20	8	11	6
Med13l	3	4	6	7	5	5	4	2	0	4	9	5	3	4
Med14	10	14	24	10	16	13	17	1	7	11	9	9	8	6
Med15	5	1	8	8	4	4	2	1	2	3	4	2	1	0
Med16	114	112	113	101	95	78	113	62	102	90	62	63	79	53
Med17	3	1	1	4	1	3	2	10	3	11	5	8	6	5
Med18	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Med19	162	203	180	197	174	183	216	112	123	116	148	101	109	129
Med20	1	4	5	2	1	5	1	1	7	1	1	0	3	2
Med21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med22	15	16	20	11	12	16	12	9	9	11	11	7	7	7
Med23	1	2	0	1	0	0	0	0	2	0	2	0	0	1
Med24	1	2	0	1	0	3	2	1	3	3	0	6	0	0
Med25	4	4	3	3	2	2	2	0	3	2	7	1	0	4
Med26	15	12	10	13	12	9	12	7	6	10	9	3	14	5
Med27	0	1	1	1	1	0	0	1	2	2	2	0	0	3
Med28	3	5	0	2	2	6	5	0	2	3	4	3	8	3
Med29	14	12	23	16	8	15	17	7	8	5	5	3	5	3
Med30	3	2	2	0	0	0	0	2	2	0	2	1	0	0
Med31	35	34	44	50	31	36	35	18	28	33	19	28	23	24
Med4	1	2	4	3	5	3	3	0	6	2	2	3	5	0
Med6	0	0	0	4	1	2	0	0	1	1	1	1	1	1
Med7	0	0	1	2	0	3	1	0	3	0	2	2	0	0
Med8	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Med9	5	4	9	7	4	5	6	6	14	18	19	10	16	18
Mef2a	18	10	13	10	13	3	9	7	10	4	13	2	6	6
Mef2b	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mef2c	9	8	7	4	6	2	6	10	22	20	28	12	13	8
Mef2d	11	6	6	8	9	4	5	7	12	12	17	3	3	9
Mefv	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meg3	363	289	359	356	269	304	420	205	373	411	540	317	382	313
Megf10	10	7	5	5	8	6	7	2	1	3	10	3	1	3
Megf11	361	482	455	448	354	497	474	362	467	468	445	391	424	362
Megf6	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Megf8	9	7	10	14	19	12	9	2	10	24	15	13	6	6
Megf9	7	4	7	5	5	3	11	0	1	2	1	1	3	4
Mei1	0	0	2	0	0	0	0	0	0	0	2	0	1	0
Mei4	0	0	0	0	1	0	0	0	2	0	5	0	0	0
Meig1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Meis1	22	10	12	19	19	24	23	1	0	2	4	1	7	1
Meis2	0	0	1	1	1	0	0	23	30	33	49	24	36	28
Meis3	6	2	9	7	6	4	4	2	5	4	3	3	2	5
Melk	0	0	0	1	0	0	0	2	0	0	0	0	0	0
Memo1	9	3	4	8	8	15	4	3	9	13	9	9	6	6
Men1	12	8	9	6	8	7	5	5	3	8	4	5	4	7
Meox1	1	0	0	0	0	0	0	0	1	0	2	0	2	1
Meox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mep1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mep1b	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Mepce	25	15	35	35	22	29	34	8	11	7	16	8	17	8
Mepe	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mertk	1	2	1	1	4	0	1	0	1	2	0	0	3	2
Mesdc1	64	47	50	66	58	66	55	28	30	29	18	14	34	33
Mesdc2	3	2	2	4	5	2	3	2	2	2	6	2	0	1
Mesp1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mesp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mest	382	548	550	431	463	609	664	236	308	462	300	351	527	455
Met	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Metap1	0	2	0	0	4	3	1	1	1	0	3	3	0	0
Metap1d	6	2	4	5	3	3	2	41	58	55	72	32	52	42
Metap2	21	14	18	22	12	13	21	6	10	16	10	9	14	11
Metrn	9	10	12	15	18	10	3	1	6	3	5	1	1	2
Metrnl	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Mettl1	1	0	3	0	1	0	0	1	1	1	0	1	0	0
Mettl10	3	5	1	2	3	0	4	1	2	2	4	0	2	2
Mettl11a	2	1	1	0	0	0	2	0	0	0	0	0	0	1
Mettl11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl13	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Mettl14	5	3	5	1	2	4	3	2	1	1	5	3	1	3
Mettl15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl16	1	2	2	4	6	5	7	0	0	1	1	1	5	4
Mettl17	7	2	6	5	11	9	10	2	1	4	6	2	3	2
Mettl2	23	36	29	36	17	29	29	25	16	34	25	17	33	28
Mettl21a	0	1	0	2	0	0	0	0	0	0	2	0	1	0
Mettl21d	3	1	2	0	0	0	0	0	0	1	2	0	0	0
Mettl22	0	1	2	0	0	0	0	0	0	0	0	0	1	0
Mettl3	181	214	211	193	193	179	201	94	128	130	129	105	138	123
Mettl4	2	0	1	1	1	0	1	2	2	3	2	0	0	0
Mettl5	953	1268	1201	1146	900	981	1199	693	906	830	988	671	853	699
Mettl6	2	2	3	1	1	0	1	1	2	1	0	3	1	0
Mettl7a1	3	1	2	1	5	4	3	0	0	3	2	1	4	1
Mettl7a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7b	14	12	8	12	7	7	2	2	0	1	1	3	0	0
Mettl8	0	1	0	0	1	0	0	0	1	0	1	2	3	0
Mettl9	15	18	17	21	25	23	26	15	18	17	18	20	26	14
Mex3a	4	4	6	13	2	12	8	8	4	6	5	4	2	4
Mex3b	0	4	0	2	1	1	1	7	10	11	6	5	6	2
Mex3c	12	6	9	13	10	11	9	4	6	6	10	6	6	3
Mex3d	5	5	6	5	3	6	4	1	4	5	1	3	3	0
Mfap1a	5	8	7	6	8	8	7	2	5	2	7	3	4	7
Mfap1b	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Mfap2	12	18	14	19	12	10	17	8	7	14	12	5	5	3
Mfap3	1	0	0	0	1	2	2	1	0	3	2	1	0	2
Mfap3l	4	5	5	9	4	4	5	3	4	4	2	4	5	8
Mfap4	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Mfap5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mff	6	2	5	5	5	4	2	1	4	3	4	1	1	1
Mfge8	5	3	2	3	3	1	2	3	14	5	9	3	7	6
Mfhas1	15	17	16	12	23	19	33	1	9	3	10	7	11	11
Mfi2	0	1	1	1	0	0	0	1	2	5	6	2	3	0
Mfn1	17	10	6	17	9	19	22	14	21	25	29	19	25	23
Mfn2	14	5	30	15	63	16	11	1	13	22	11	19	12	6
Mfng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfrp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd1	4	0	2	0	3	1	5	0	1	2	1	0	0	0
Mfsd10	0	0	1	0	0	2	0	0	0	1	1	0	2	1
Mfsd11	42	27	52	36	34	19	31	24	15	40	22	19	17	10
Mfsd2a	2	1	0	1	0	1	1	1	7	4	4	3	1	0
Mfsd2b	31	23	25	31	30	28	34	14	20	13	19	16	21	9
Mfsd3	70	62	72	69	79	78	72	10	7	11	15	5	15	16
Mfsd4	224	219	236	223	190	212	278	151	197	209	251	156	245	214
Mfsd5	0	0	0	0	0	1	1	4	4	1	4	0	3	0
Mfsd6	14	9	17	8	17	11	12	7	8	12	17	12	12	9
Mfsd6l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd7b	2	0	1	3	1	2	2	2	1	1	0	0	1	0
Mfsd7c	0	5	4	2	0	3	2	0	4	2	2	2	1	2
Mfsd8	11	8	7	16	7	5	13	11	22	10	16	5	16	9
Mfsd9	1	1	0	0	0	0	0	0	0	0	0	1	0	0
